COUNTRY,% of Startups Exiting via Acquisition or IPO,Availability of Alternative Finance,Availability of Growth-Stage Capital for Scaleups,Availability of legal and accounting services for entrepreneurs.,"Availability of tech services (fintech services, crypto)",Average Time to Close a Funding Round,"Branches of multinational companies (e.g. Google, Microsoft)",Corporate tax rate,Corruption index / Rule of law,"Cost of Internet (60 Mbps or more, unlimited data cable/adsl) utlities monthly in USD",Cost of internet per month/USD,Cost starting a business (% of income per capita),Diversity and Inclusion Index-wage inequality,Diversity of Startup Funding Sources,E-Government Index,Early-Stage Funding Growth,Early-stage Funding Volume,Ease of getting credit,Ease of starting a business index,Ecosystem Networking Activity: Count of Meetup Groups/ Entrepreneurship Networking events,Emerging Investor Base: New Investors with less than 5 years of activity,Employee Engagement,English proficiency,Entrepreneurship as a good career choice rate,FDI Confidence index emerging markets rankings,Fear of failure rate,Female/Male TEA Ratio,Financial Literacy,Financial market development Index,Global Innovation Index,Government R&D Expenditure % GDP,Government effectiveness,Growth Rates in Biotech,Growth Rates in Cleantech,Growth Rates in Fintech,Growth Rates in Tech,H-index,Human Development Index,IP Protection Score,Industry association memberships,Internet freedom,Internet speed,Migration management,Number of Accelerators,Number of Angel Investors Supporting Startups,Number of Co-Working Spaces Supporting Startups,Number of Corporate Innovation Challenges or Hackathons Hosted,Number of Corporate Venture Capital (CVC) Funds investing in local Startups,Number of Ecosystem Networking Events Organized,Number of Funding Rounds Closed,Number of IPOs in the Last 5 Years,Number of Investors/VCs,Number of Mentions or Features in National or International Media,Number of Research Publications in High-Impact Journals,Number of STEM graduates,Number of Scaleups Featured in National or International Media,Number of Startup or Innovation-Ready Service Providers,Number of Startup-Ready Service Providers,Number of Startups Created,Number of Startups and Projects Supported by Service Providers,Number of VC investors older than 5 years,Number of contributions by top 1000 GitHub users,Number of coworking spaces,Number of cumulative unicorns,Number of exits above 1B,Number of exits above 50M,Number of global startup events,Number of incubators,Number of research institutes,Number of startup competitions,Perceived opportunities rate,Percentage of Scaleup-Ready Service Providers,Percentage of Startups Receiving Investment,Percentage of Startups Securing Series A or Beyond,Percentage of Startups with Access to Seed or Early-Stage Funding,Percentage of enrollment in secondary education,Political transformation index,Presence of international influencers (like Tim Cook),Public Open Data Initiatives,Public capital market activity,Quality of Vocational Trainings,"R&D centers of multinational companies (e.g. Alphabet, Microsoft, Meta)",Ratio of Series A to seed,Ratio of Series C to Series A Startups,Regulatory quality,Salary of software engineers,Score of data science and tech skills,Startup Survival Rate (2+ Years),Startups to total number of companies ratio,Strength of IP Laws Score,Tax wedge,Top Universities per country,Total Capital Invested in Startups,Total Capital Invested in Startups and Scaleups,Total Funding Raised by Startups,Total Funding Raised by Startups and Scaleups,Total Government Funding allocated to early-stage Startups and Scale-ups,Total Growth-Stage Capital Invested in Scaleups,Total Number of Startups and Scaleups,Total Public Funding Allocated to Innovation and Entrepreneurship,Unemployment Rate,Youth Labour Participation rate
Kyrgyzstan,3.200208993,,0.0,0.0,74.24242424,0.0,0.0,72.22222222,12.740000000000002,2.744950327,2.744950327,0.0,,0.0,69.31818182,54.42,9.04505e-06,85.0,41.7989418,0.0,0.0,42.5,25.0,,,,,10.34482759,,17.80104712,0.000643546,17.92,,,,,6.246876562,54.68483815999999,,0.0,45.88235294,21.26278866,,0.067658999,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,,0.085397097,,,,0.026666667,0.0,,0.0,,0.0,0.0,32.60650789,0.0,83.15789474,43.81188119,,55.78002245,0.0,20.18109269,0.0,0.0,,28.77,11.43031724,,0.0,0.0,,,3.086419753,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,88.85714286,42.02898551
Laos,6.691795042,,0.0,0.0,83.33333333,0.0,0.0,44.44444444,23.58,,,0.0,,0.0,32.95454545,,0.002695426,60.0,80.95238095,0.0,0.0,52.5,,,,,,,,13.263525310000002,,30.19,,,,,4.997501249,40.88586031,,0.0,,10.42385267,,0.0,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.391586844,0.170794193,,,,0.002666667,0.0,,0.0,,0.0,0.0,10.60606061,0.0,57.89473684000001,25.12376238,,48.93378227,0.0,30.755064459999996,0.0,59.88023952,0.0,16.04,0.443723961,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,96.85714286,57.97101449000001
Latvia,3.932798022,70.67793889,0.0,0.0,31.06060606,0.0,0.0,44.44444444,79.72,5.857149583,5.857149583,0.0,38.51351351,0.0,87.5,41.63,0.020949741,85.0,9.523809524,0.0,0.0,42.5,,42.19813811,,33.51124666,44.0,60.34482759000001,,45.72425829,13.333053,75.0,,,,,15.39230385,85.00851789,,0.0,,27.144109910000005,35.52631579,0.270635995,0.0,0.0,0.0,0.19611564499999998,0.0,0.0,0.102669405,0.123515992,0.0,0.0,32.62892503,0.0,0.0,0.0,0.0,0.0,0.291774212,11.59170072,0.768573869,,,,0.178666667,0.141843972,0.0,0.0,37.62265557,0.0,0.0,9.242763434,0.0,93.68421053,90.84158416,,84.84848485,0.0,42.78698588,0.0,7.784431138,0.0,84.91,34.1389435,29.292929290000004,0.0,2.076103614,,22.13542071,3.7037037039999996,0.0,0.0,0.0,0.0,56.11111111,0.0,0.0,0.0,81.71428571,30.43478261
Lebanon,6.145628523,,0.0,0.0,70.45454545,0.0,0.0,52.77777778,13.68,14.60049908,14.60049908,0.0,,0.0,50.0,60.06,0.009180825,40.0,75.13227513,0.0,0.0,0.0,40.0,,,80.346931,26.0,53.44827586,,19.72076789,,7.55,,,,,23.03848076,58.43270869,,0.0,48.23529412,3.3615901779999997,,0.47361299100000004,0.0,0.0,0.0,0.151831467,0.0,0.0,0.05133470200000001,0.100265923,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.246885871,,0.768573869,,,,0.032,0.425531915,,0.0,36.40541548,0.0,0.0,26.60199326,0.0,,37.25247525,,34.11896745,0.0,26.79558011,0.0,11.37724551,5.0,13.68,19.99567977,35.35353535,0.0,0.296253511,,,8.024691358,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,67.42857143,31.88405797
Lesotho,9.85518906,,0.0,0.0,,0.0,0.0,30.55555556,33.96,,,0.0,,0.0,39.77272727,,0.00011284699999999999,55.00000000000001,64.02116402,0.0,0.0,,,,,,,,,,,17.45,,,,,6.246876562,24.02044293,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.9393680620000001,,,,,0.0,,0.0,,0.0,0.0,22.31404958,0.0,37.89473684,49.62871287,,41.63860831,0.0,21.62369552,0.0,,0.0,29.25,12.3406664,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,53.14285714,30.43478261
Liberia,9.358884572,0.090962598,0.0,0.0,,0.0,0.0,30.55555556,19.34,,,0.0,,0.0,22.72727273,48.99,0.000108842,50.0,92.06349206,0.0,0.0,80.0,,,,,,,,,,8.02,,,,,,18.22827939,,0.0,,,,0.0,0.0,0.0,0.0,0.012652622,0.0,0.0,0.0,0.004359388,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,14.126880319999998,0.0,11.57894737,46.03960396,,42.87317621,0.0,,0.0,,0.0,16.51,11.54522344,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,92.0,60.86956522
Libya,1.537689073,,0.0,0.0,,0.0,0.0,44.44444444,2.36,7.005979566,7.005979566,0.0,,0.0,28.40909091,,5.25618e-06,0.0,97.88359788,0.0,0.0,27.500000000000004,3.75,,,,,,,,,2.36,,,,,4.997501249,62.35093697000001,,0.0,40.0,2.034492838,,0.0,0.0,0.0,0.0,0.025305245,0.0,0.0,,0.005812517,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.010666667,0.0,,0.0,,0.0,0.0,22.63056093,0.0,55.78947368,9.282178218,,23.90572391,0.0,,0.0,,,1.42,3.6705982120000002,,0.0,,,,3.7037037039999996,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,46.57142857,4.347826087
Lithuania,16.92283807,26.15977313,0.0,0.0,25.75757576,0.0,0.0,58.33333333,83.02,4.204529403,4.204529403,0.0,31.98198198,0.0,88.63636364,62.03999999999999,0.070583745,70.0,5.291005291,0.0,0.0,35.0,72.08333333,76.11504794,,57.03393060999999,89.0,44.82758621,,52.181500869999994,19.9886106,79.72,,,,,12.99350325,85.00851789,,0.0,,,35.52631579,1.01488498,0.0,0.0,0.0,0.27835769,0.0,0.0,0.154004107,0.180188035,0.0,0.0,60.38000091,0.0,0.0,0.0,0.0,0.0,0.336662552,13.28856588,0.170794193,0.152671756,,,0.208,0.567375887,0.97799511,0.0,60.29064712000001,0.0,0.0,31.286007230000003,0.0,97.89473684,97.15346535,,78.11447811,0.0,43.76918355,0.0,10.17964072,12.0,87.74,45.5203581,19.19191919,0.0,7.4445339829999995,,26.212364589999996,3.086419753,0.0,0.0,0.0,0.0,72.22222222,0.0,0.0,0.0,80.85714286,31.88405797
Luxembourg,33.18909709,,0.0,0.0,14.39393939,0.0,0.0,30.72222222,98.58,22.37864306,22.37864306,0.0,28.6036036,0.0,88.63636364,56.49000000000001,0.163905806,15.0,37.56613757,0.0,0.0,7.5,75.0,,,32.88219596,52.0,68.96551724,,67.88830716,18.75406793,97.64,,,,,32.65867066,93.18568995,,0.0,,51.20432622,71.05263158,0.676589987,0.0,0.0,0.0,0.9742519139999999,0.0,0.0,0.359342916,0.786142959,0.0,0.0,23.46398122,0.0,0.0,0.0,0.0,0.0,1.6272023340000001,12.10714046,0.341588386,0.0,,0.067842605,0.162666667,0.283687943,0.244498778,0.0,45.4726121,0.0,0.0,42.34217358,0.0,83.15789474,,4.390243902,71.26823793,0.0,68.99938613,0.0,39.52095808,8.0,98.11,66.00706438,96.96969697,0.0,3.8210181619999997,,21.61637726,0.0,0.0,0.0,0.0,0.0,50.74074074,0.0,0.0,0.0,85.42857143,31.88405797
Madagascar,10.51220166,,0.0,0.0,82.57575758,0.0,0.0,44.44444444,18.4,,,0.0,61.71171171,0.0,30.681818179999997,64.14,0.003125568,40.0,84.65608466,0.0,0.0,7.5,27.91666667,98.17979714,,44.8532215,72.0,43.10344828,,13.43804538,,14.62,,,,,4.997501249,18.22827939,,0.0,,7.588424437,,0.067658999,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.011625035,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.033666255,20.99722018,1.024765158,,,,0.002666667,0.0,,0.0,42.33014532,0.0,0.0,40.16528926,0.0,26.315789470000002,37.5,,35.69023569,0.0,27.85451197,0.0,44.91017964,0.0,20.75,4.486642279,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,91.42857143,82.60869565
Malawi,4.065265487,0.064208893,0.0,0.0,,0.0,0.0,16.66666667,44.34,,,0.0,70.4954955,0.0,28.40909091,50.0,0.005027542,90.0,57.14285713999999,0.0,0.0,42.5,21.25,,,,,37.93103448,,,,20.75,,,,,6.246876562,21.80579216,,0.0,58.82352941,,,0.067658999,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.001453129,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,5.627972403,0.25619129,,,,0.005333333,0.0,,0.0,,0.0,0.0,21.47727273,0.0,30.52631579,50.74257426,,41.52637486,0.0,24.90791897,0.0,,0.0,22.17,1.442477894,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,86.0,55.07246377
Malaysia,30.464610319999995,,0.0,0.0,24.24242424,0.0,0.0,33.33333333,68.4,9.270681294,9.270681294,0.0,,0.0,77.27272727,39.49,0.185147435,75.0,5.82010582,0.0,0.0,50.0,70.83333333,,29.87012987,,,39.65517241,,52.87958115,,79.25,,,,,32.65867066,72.7427598,48.34111575,0.0,60.0,38.705057,,1.826792963,0.0,0.0,0.0,1.499335737,0.0,0.0,9.034907598,0.9038464330000001,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.099764336,21.68983187,0.0,0.0,,0.13568521,3.757333333,1.560283688,0.0,0.0,,0.0,0.0,8.871279477,0.0,70.52631579,59.40594058999999,3.902439024,64.42199776,0.0,65.16267649,0.0,14.37125749,10.0,72.64,11.84353955,33.33333333,0.0,2.217243259,48.34111575,,24.07407407,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,89.14285714,43.47826087
Maldives,7.580914659,,0.0,0.0,,0.0,0.0,58.33333333,53.29999999999999,,,0.0,,0.0,56.81818182,,,35.0,77.24867725,0.0,0.0,,,,,,,,,,,46.7,,,,,,65.07666099,,0.0,,4.47529962,,0.067658999,0.0,0.0,0.0,0.012652622,0.0,0.0,,0.002906259,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.235749213,,,,,,0.141843972,2.444987775,0.0,,0.0,0.0,10.29879212,0.0,,,,47.25028058,0.0,,0.0,,0.0,26.890000000000004,17.46284299,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,88.28571429,49.27536232
Mali,1.9272369710000001,0.032104446,0.0,0.0,98.48484848,0.0,0.0,16.66666667,17.92,,,0.0,,0.0,28.40909091,100.0,0.000630154,30.0,77.77777778,0.0,0.0,80.0,,,,,,34.48275862,,2.792321117,0.002389184,11.32,,,,,4.997501249,5.110732538,,0.0,,5.26161941,,0.067658999,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.381539286,0.0,,,,,0.0,,0.0,,0.0,0.0,24.0,0.0,26.315789470000002,28.58910891,,42.87317621,0.0,30.877839169999998,0.0,59.88023952,0.0,28.300000000000004,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,91.71428571,62.31884058
Malta,21.97050148,,0.0,0.0,21.21212121,0.0,0.0,2.77777778,76.42,13.009087060000002,13.009087060000002,0.0,13.963963960000001,0.0,90.90909091,46.86,0.035798123,35.0,46.03174603,0.0,0.0,42.5,,,,,,53.44827586,,60.383944150000005,11.98531239,76.89,,,,,10.61969015,91.14139693,,0.0,,46.78456592,50.0,0.0,0.0,0.0,0.0,0.227747201,0.0,0.0,0.154004107,0.132234768,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.280552127,6.287427155,3.15969257,,,,0.096,0.425531915,,0.0,,0.0,0.0,19.07532468,0.0,92.63157895,,,57.23905724,0.0,49.35543278,0.0,17.96407186,23.0,73.11,39.8296508,,0.0,1.131912,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,91.42857143,59.42028986
Mauritania,7.227138644,,0.0,0.0,94.6969697,0.0,0.0,30.55555556,25.47,,,0.0,,0.0,26.13636364,,0.0008040049999999999,40.0,79.89417989,0.0,0.0,42.5,,,,,,34.48275862,,5.235602094,,25.47,,,,,,27.2572402,,0.0,,4.744226834,,0.0,0.0,0.0,0.0,0.012652622,0.0,0.0,,0.001453129,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.537443901,,,,,,0.0,,0.0,,0.0,0.0,32.72727273,0.0,27.36842105,35.64356436,,44.66891134,0.0,23.66482505,0.0,,0.0,14.62,5.777211969,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,70.57142857,7.246376812000001
Mauritius,10.50310806,,0.0,0.0,40.90909091,0.0,0.0,58.33333333,77.83,12.11921465,12.11921465,0.0,,0.0,71.59090909,38.12,0.023000857,65.0,6.349206349,0.0,0.0,42.5,,,,,,44.82758621,,35.60209424,0.005884778,75.94,,,,,8.32083958,70.86882453,,0.0,,14.24437299,,0.067658999,0.0,0.0,0.0,0.430189157,0.0,0.0,0.0,0.399610561,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.695769274,4.721515172,1.537147737,,,,0.037333333,0.141843972,,0.0,,0.0,0.0,14.43850268,0.0,83.15789474,77.5990099,,56.79012346,0.0,44.5058318,0.0,44.31137725,0.0,84.43,3.564792499,,0.0,0.9604948740000001,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,84.28571429,26.086956519999998
Mexico,16.20962489,,0.0,0.0,41.66666667,0.0,0.0,16.66666667,20.75,9.637930223,9.637930223,0.0,48.64864865,0.0,75.0,46.29,0.526667941,90.0,31.21693122,0.0,0.0,67.5,25.833333329999995,57.63512575000001,46.567718,35.13152878,61.0,32.75862069,12.18487395,35.2530541,5.081945333,42.45,0.0,0.0,0.0,7.216494845000001,25.23738131,68.31345826,56.377488330000006,0.0,61.17647059,23.60128617,53.94736842,1.826792963,0.0,0.0,0.0,0.84139938,0.0,0.0,0.410677618,0.610314312,0.0,0.0,51.86916705,0.0,0.0,0.0,0.0,0.0,1.402760633,23.95220711,1.537147737,1.06870229,,,0.9493333329999999,1.276595745,4.88997555,0.0,60.63843001,0.0,0.0,16.93441209,0.0,80.0,53.217821779999994,6.829268293,77.21661055,0.0,43.33947207,0.0,19.16167665,14.000000000000002,46.7,17.16252678,75.75757576,0.0,2.584299496,53.944458100000006,62.10785208,38.27160494,0.0,0.0,0.0,0.0,37.40740741,0.0,0.0,0.0,92.28571429,44.92753623
Micronesia,,,0.0,0.0,,0.0,0.0,16.66666667,72.17,,,0.0,,0.0,29.54545455,,0.0,50.0,83.06878307,0.0,0.0,,,,,,,,,,,64.15,,,,,,43.27086882,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,,,,28.39506173,0.0,,0.0,,,31.129999999999995,,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
Moldova,10.60673585,8.930386859,0.0,0.0,50.75757576000001,0.0,0.0,66.66666667,41.98,2.24586845,2.24586845,0.0,,0.0,72.72727273,21.6,0.002956729,70.0,24.86772487,0.0,0.0,20.0,57.91666667,,,,,24.13793103,,32.28621291,4.166115434,40.57,,,,,4.997501249,65.24701874,,0.0,,42.28880444,48.68421053,0.067658999,0.0,0.0,0.0,0.018978933,0.0,0.0,,0.008718776,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,8.73802666,0.0,,,,0.032,0.141843972,0.0,0.0,,0.0,0.0,31.07913669,0.0,76.84210526,61.01485149,,84.06285073,0.0,24.44751381,0.0,11.9760479,0.0,54.72,16.79210677,,0.0,0.182130696,,,0.617283951,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,95.71428571,
Mongolia,10.24939662,6.362031141,0.0,0.0,50.0,0.0,0.0,30.55555556,45.75,4.529403456,4.529403456,0.0,13.963963960000001,0.0,71.59090909,,0.005936757,80.0,42.32804233,0.0,0.0,90.0,28.33333333,,,,,48.27586207,,32.28621291,0.0010616,34.91,,,,,8.32083958,61.49914821,,0.0,,21.25694241,,0.0,0.0,0.0,0.0,0.0569368,0.0,0.0,,0.02179694,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.033666255,6.540458169000001,5.465414176,,,,0.018666667,0.141843972,0.0,0.0,,0.0,0.0,41.95041322,0.0,,63.24257426,,90.12345679,0.0,28.8213628,0.0,100.0,0.0,42.45,8.495058733,,0.0,0.246412118,,,0.617283951,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,84.57142857,23.1884058
Montenegro,8.392806166,,0.0,0.0,48.48484848,0.0,0.0,58.33333333,48.58,11.06925938,11.06925938,0.0,,0.0,72.72727273,,0.008204688,85.0,25.92592593,0.0,0.0,27.500000000000004,,,,,,60.34482759000001,,32.63525305,,51.42,,,,,6.246876562,79.04599659,,0.0,,27.34580532,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001453129,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,8.951202358,0.0,,,,0.016,0.0,,0.0,,0.0,0.0,24.70381232,0.0,88.42105263,70.2970297,,55.78002245,0.0,37.01657459,0.0,16.16766467,0.0,69.34,22.75752891,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,58.57142857000001,21.73913043
Morocco,9.909973926,,0.0,0.0,49.24242424,0.0,0.0,8.33333333,44.81,14.76999859,14.76999859,0.0,,0.0,56.81818182,45.76,0.032082931,45.0,27.51322751,0.0,0.0,30.0,34.58333333,82.35375851,,60.84635913,26.0,,,32.46073298,,47.17,,,,,13.49325337,54.17376491,59.79356107,0.0,52.94117647000001,9.687225957,,0.270635995,0.0,0.0,0.0,0.132852534,0.0,0.0,,0.078468983,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.134665021,21.70691272,0.085397097,,,,0.338666667,0.141843972,0.244498778,0.0,72.07800273,0.0,0.0,16.98017856,0.0,62.10526316,38.36633663,0.487804878,75.64534231,0.0,31.49171271,0.0,19.16167665,23.0,49.06,14.213967550000001,34.34343434,0.0,0.110862163,59.79356107,,5.555555556,0.0,0.0,0.0,0.0,34.07407407,0.0,0.0,0.0,74.57142857,18.84057971
Mozambique,10.20301926,,0.0,0.0,96.21212121,0.0,0.0,11.11111111,16.51,47.47398653,47.47398653,0.0,,0.0,25.0,,0.000541045,25.0,72.48677249,0.0,0.0,30.0,30.416666670000005,,,,,,,5.061082024,,25.0,,,,,7.4962518739999995,13.79897785,,0.0,,4.223911137,,0.0,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.005812517,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.353607073,0.0,,,,0.016,0.0,,0.0,,0.0,0.0,56.310160450000005,0.0,,34.52970297,,39.84287318,0.0,12.24677716,0.0,42.51497006,0.0,22.64,9.541315231,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,90.28571429,68.11594203
Myanmar,8.951864546,,0.0,0.0,93.93939394,0.0,0.0,38.88888889,5.66,,,0.0,,0.0,46.59090909,0.0,0.036066274,10.0,86.77248677,0.0,0.0,35.0,22.08333333,,,,,67.24137931,,6.2827225129999995,0.001871072,5.66,,,,,2.498750625,38.84156729,,0.0,0.0,6.848874598,,0.135317997,0.0,0.0,0.0,0.069589422,0.0,0.0,,0.062484561,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.11222085099999998,15.017415770000001,0.768573869,,,,0.069333333,0.141843972,,0.0,,0.0,0.0,25.55972953,0.0,62.10526316,4.826732673,,53.64758697999999,0.0,,0.0,27.54491018,0.0,9.91,2.125414772,16.16161616,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,91.71428571,49.27536232
Namibia,12.89348678,,0.0,0.0,76.51515152,0.0,0.0,11.11111111,62.74000000000001,19.93031687,19.93031687,0.0,95.72072072,0.0,50.0,,0.00283501,60.0,54.49735449999999,0.0,0.0,27.500000000000004,,,,,,24.13793103,,17.10296684,,55.19,,,,,4.997501249,39.18228279,,0.0,,3.031277404,,0.0,0.0,0.0,0.0,0.031631556,0.0,0.0,,0.011625035,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.011222085,1.858128475,1.110162254,,,,0.032,0.0,,0.0,,0.0,0.0,17.66965429,0.0,49.47368421,59.653465350000005,,40.74074074,0.0,36.63290362,0.0,25.74850299,33.0,52.35999999999999,19.13103308,,0.0,0.179801659,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,44.85714286,20.28985507
Nepal,1.915319428,0.0,0.0,0.0,81.81818182,0.0,0.0,30.55555556,37.74,1.454870757,1.454870757,0.0,40.76576577,0.0,47.72727273,91.67,0.004256348,75.0,49.20634921,0.0,0.0,52.5,50.0,,,,,8.620689655,,13.787085509999999,,16.04,,,,,6.246876562,37.64906303,,0.0,,20.87985969,,0.135317997,0.0,0.0,0.0,0.10754728899999999,0.0,0.0,,0.052312655,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.056110425,26.65332574,0.0,,,,0.082666667,0.0,,0.0,,0.0,0.0,5.493093477,0.0,60.0,50.24752475,,48.37261504,0.0,20.08901166,0.0,44.91017964,11.0,27.83,4.707554208,20.2020202,0.0,,,,0.617283951,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,70.0,21.73913043
Netherlands,37.27741105,56.07041575,0.0,0.0,5.303030303,0.0,0.0,28.33333333,93.4,18.6873205,18.6873205,0.0,18.46846847,0.0,96.59090909,50.41,1.615477718,45.0,21.69312169,0.0,0.0,27.500000000000004,100.0,,,46.22569577,50.0,91.37931034,,84.81675393,41.55011684,95.28,46.66666667,50.0,39.3442623,44.32989691,70.03998001,96.42248722,94.78987466,0.0,87.05882353,58.322128029999995,61.842105260000004,4.803788904,0.0,0.0,0.0,4.523312457,0.0,0.0,1.540041068,2.596742084,0.0,0.0,11.08752809,0.0,0.0,0.0,0.0,0.0,4.881607003,74.49125862,0.085397097,1.221374046,0.9569377989999999,0.881953867,5.936,4.680851064,4.156479218,0.0,67.90460812,0.0,0.0,31.558371749999996,0.0,92.63157895,,16.09756098,87.99102132,0.0,79.0208717,0.0,28.14371257,11.0,96.7,75.11215606,92.92929293,0.0,,94.78987466,33.35636598,9.259259259,0.0,0.0,0.0,0.0,73.7037037,0.0,0.0,0.0,90.28571429,100.0
New Zealand,17.84110449,30.22633635,0.0,0.0,18.18181818,0.0,0.0,22.22222222,96.7,20.42469043,20.42469043,0.0,,0.0,96.59090909,50.27,0.186792731,100.0,0.0,0.0,0.0,45.0,,,,,,82.75862069,18.69747899,62.30366492,26.17932522,89.15,,,,,42.60369815,95.22998296,67.90366183,0.0,,50.36831336,88.15789474,0.811907984,0.0,0.0,0.0,1.6448408930000002,0.0,0.0,1.026694045,2.721711205,0.0,0.0,38.32185546,0.0,0.0,0.0,0.0,0.0,0.965099316,25.32872262,0.426985483,,0.0,0.746268657,1.424,1.134751773,1.711491443,0.0,,0.0,0.0,7.442401785000001,0.0,96.84210526,,,73.62514029,0.0,57.61203191999999,0.0,28.14371257,11.0,99.06,55.615503239999995,44.44444444,0.0,3.822415584,72.9294667,60.073980979999995,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,89.71428571,79.71014493
Nicaragua,,,0.0,0.0,93.18181818,0.0,0.0,16.66666667,8.96,15.217288949999999,15.217288949999999,0.0,,0.0,46.59090909,,0.0017436849999999998,50.0,74.6031746,0.0,0.0,50.0,45.41666667,,,,,12.06896552,,6.631762653000001,,13.68,,,,,7.4962518739999995,49.23339012,,0.0,37.64705882,23.35574393,,0.0,0.0,0.0,0.0,0.012652622,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.033666255,17.50586108,6.319385141,,,,,0.0,,0.0,,0.0,0.0,,0.0,45.26315789,30.07425743,,43.20987654,0.0,13.351749539999998,0.0,0.0,,18.4,8.182141836,,0.0,,,,0.617283951,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,86.85714286,52.173913039999995
Niger,4.71335129,,0.0,0.0,99.24242424,0.0,0.0,16.66666667,34.43,,,0.0,,0.0,17.04545455,,0.0,70.0,69.31216931,0.0,0.0,42.5,,,,,,31.03448276,,,,28.77,,,,,4.997501249,2.385008518,,0.0,,,,0.0,0.0,0.0,0.0,0.006326311,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,6.319385141,,,,,0.0,,0.0,,0.0,0.0,26.6798419,0.0,15.789473679999999,44.05940594,,38.60830527,0.0,,0.0,0.0,,23.11,1.254667752,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,99.14285714,66.66666667
